1 - | Kصحيح
329 - | Zفي الزوائد إسناده ضعيفS [ش (التعريس) أي نزول المسافر آخر الليل للنوم والاستراحة. (جواد الطريق) جمع جادة وهي معظم الطريق] .Kحسن دون الصلاة عليها
330 - | Zفي الزوائد إسناده ضعيف. ولكن المتن له شواهد صحيحة.Kضعيف
331 - | S [ش (المذهب) مفعل من الذهاب. وهو يحتمل أن يكون مصدرا أو اسم مكان. والمراد محل التخلي والذهاب إليه. وقد صار في العرف اسما لموضع التغوط كالخلاء. (أبعد) أي تلك الحاجة أو نفسه عن أعين الناس] .Kحسن صحيح
332 - | Zفي الزوائد إسناده ضعيفS [ش (فتنحى) أي أخذ الناحية وبعد] .Kصحيح
333 - | Kصحيح
334 - | Kصحيح
335 - | Kصحيح
336 - | Zفي إسناده كثير بن عبد الله ضعيف. قال الشافعي هو ركن من أركان الكذب.Kصحيح لغيره
337 - | S [ش (من استجمر) أي من استعمل الجمار وهي الأحجار الصغار للاستنجاء. (تخلل) أي أخرج من بين أسنانه بعود ونحوه. (فليلفظ) أي فليرم وليطرح ما أخرجه بالخلال من بين أسنانه. (لاك) اللوك هو إرادة الشيء في الفم. قيل معناه أنه ينبغي للآكل أن يلقي ما يخرج من بين أسنانه بعود ونحوه. لما فيه من الاستغفار. ويبتلع ما يخرج بلسانه وهو معنى " لاك " لأنه لا يستقذر. (كثيبا من رمل) في المختار الكثيب منالرمل المجتمع. (فليمدد) من الإمدام أي فليستمد ببه وليجعله مددا لأجله. (فإن الشيطان يلعب) أي يقصد الإنسان بالشر في تلك المواضع. (بقاعد) المقاعد جمع مقعدة. يطلق على أسفل البدن وعلى موضع القعود لقضاء الحاجة. وكلاهما يصح إرادته] .Kضعيف لكن عند ق من الأمر بايتار الاستجمار
339 - | Zفي الزوائد له شاهد من حديث أنس ومن حديث عمر. رواهما الترمذي في الجامعS [ش (تلك الأشاءتين) الأشء كسحاب صغار النخل. الواحدة أشاءة. وإشارة ب " تلك " من استعمال صيغة الجمع فيما فوق الواحد اعتبار للأشاءتين جماعة] .Kصحيح
340 - | S [ش (هدف) هوكل مرتفع من بناء أو كثيب رمل أو جبل. (أو حائش نخل) أي الملتف المجتمع من النخل] .Kصحيح
341 - | Zفي الزوائد إسناده ضعيف. قال البخاري محمد بن ذكوان منكر الحديث. وذكره ابن حبان في الثقات ثم أعاده في الضعفاء. وقال سقط الاحتجاج به. وضعفه النسائي والدارقطنيS [ش (عدل) أي مال عن جادة الطريق. (الشعب) الطريق في الجبل. (آوى له) في النهاية أي أرق له وأرثى] .Kضعيف
342 - | S [ش (لا يتناجى) التناجي هو تكلم كل منهما مع الآخر سرا. وهذا نفي بمعنى النهي. (يمقت) أي يبغض] .Kضعيف
343 - | Kصحيح
344 - | Kصحيح
345 - | Zفي الزوائد إسناده ضعيف. ابن أبي فروة اسمه إسحاق. متفق على تركه. وأصله في الصحيحين بلفظ " الماء الدائم "S [ش (النافع) في القاموس وماء ناقع ونقيع أي ناجع] .Kصحيح بلفظ الماء الدائم
346 - | S [ش (الدرقة) الترس إذا كان من جلد وليس فيه خشب ولا غصب. (ويحك) كلمة ترحم وتهديد] .Kصحيح
347 - | S [ش (في كبير) أي في أمر يشق عليهما الإحتراز منه. (لا يستنزه) أي لا يجتنب ولا يحترز عن وقوعه عليه. وقال السيوطي أي لا يستبئ ولا يتطهر. (يمشي) أي بين الناس. (بالنميمة) هي نقل كلام الغير لقصد الإضرار] .Kصحيح
348 - | Zفي الزوائد إسناده صحيح. وله شواهدS [ش (من البول) أي من جهة عدم الإحتراز منه] .Kصحيح
349 - | Zأصل الحديث في الصحيح بلفظ النميمة. ورواه الطبري عن يحيى عن عبد الرحمن بن بكرة عن أبي بكرة في الأطراف. وهو الصواب. كذا في الزوائد.Kحسن صحيح
350 - | Kصحيح
351 - | Zفي الزوائد إسناده ضعيف لضعف مسلمة بن عليوقال البخاري وأبو زرعة منكر الحديثوقال الحاكم يروى عن الأوزعي وغيره المنكرات والموضوعاتوقال السندي لكن الحديث جاء من رواية أبي الجهيم وابن عمر. رواه أبو داود في باب التيمم.Kصحيح بلفظ الجدار مكان الأرض
352 - | Zفي الزوائد إسناده واه. فإن سويدا لم ينفرد.Kصحيح
353 - | Zحديث ابن عمر هذا أخرجه في الكتب الستة ما عدا البخاري. ذكره في الزوائد.Kحسن صحيح
354 - | S [ش (غائط) محمول على الخارج من الدبر. (إلا مس ماء) أي استنجى به] .Kصحيح
355 - | Zفي الزوائد عتبة بن أبي حكيم ضعيف. وطلحة لم يدرك أبا أيوب.Kصحيح
356 - | Zفي الزوائد إسناده ضعيف لضعف زيد العمي. وجابر الجعفي وإن وثقة شعبة وسفيان الثوري فقد كذبه أيوب السختيانيS [ش (مقعدته) يطلق على أسفل البدن وعلى موضع القعود لقضاء الحاجة. والمراد ههنا المعنى الأول] .Kضعيف
357 - | Zحديث أبي هريرة هذا رواه أبو داود في كتاب الطهارة والترمذي في التفسيروقد نبه على ذلك صاحب الزوائدS [ش (قباء) بالمد والقصر. يدكر ويؤنث. ويصرف ويمنع] .Kصحيح
358 - | S [ش (تور) إناء من صفر أو حجارة] .Kحسن
359 - | S [ش (الغيضة) موضع يجتمع فيه الأشجار. (بإداوة) إناء صغير من جلد يتخذ للماء] .Kحسن لغيره
360 - | S [ش (أن نوكي) من أوكيت السقاء إذا رطت فمه بوكاء. وهو خيط يؤبط به أفواه الأسقية] .Kصحيح
361 - | Zفي الزوائد ضعيف. لإتفاقهم على ضعف حريش بن الخريتS [ش (مخمرة) من التخمير بمعنى التغطية] .Kضعيف
362 - | Zفي الزوائد إسناده ضعيف. لضغف مطهر بن الهيثمS [ش (طهوره) يحتمل ضم الطاء على إرادة الفعل. والفتح على إرادة الآلة أعنى الماء. بمعنى أنه لا يأمر أحدا بصب الماء عليه في الطهور أو بإعداد الماء له لأجله ونحو ذلك] .Kضعيف جدا
363 - | S [ش (لكم المهنأ وعلي الإثم) أي الثواب والأجر وبقي الإثم علي. والمهنأ كل ما يأتيك من غير تعب] .Kصحيح
364 - | Kصحيح
365 - | S [ش (وعفروه) أي الإناء. وهو أمر من التعفير وهو التمريغ في التراب] .Kصحيح
366 - | Kصحيح
367 - | S [ش (فأصغى لها) أي أمال لها الإناء. (ليست بنجس) بفتحتين. مصدر نجس الشيء. فلذلك لم يؤنث. كما لم يجمع في قوله تعالى {إنما المشركون نجس} (9 / سورة التوبة / الآية 38) . (من الطوافين أو الطوافات) هو شك من الراوي. والمعنى أن ذكورها من الطوافين وإناثها من الطوافات] .Kصحيح
368 - | Zفي الزوائد في إسناده حارثة بن أبي الرجال ضعيف.Kصحيح
369 - | Zفي الزوائد رواه ابن خزيمة في صحيحه والحاكم في المستدرك من حديث بندار وهو محمد بن بشار.Kضعيف
370 - | S [ش (جفنة) أي قصعة كبيرة. (لا يجنب) من " أجنب " أي لا يتنجس باستعمال الجنب منه. ولا يظهر فيه أثر جنابته] .Kصحيح
371 - | S [ش (من فضل وضوئها) بفتح الواو بمعنى الطور بفتح الطاء] .Kصحيح
372 - | Kصحيح
373 - | Zقال السندي قال في شرح السنة لم يصحح محمد بن إسماعيل حديث الحكم بن عمرو. أن ثبت فمنسوخS [ش (بفضل وضوء المرأة) المراد بالفضل المستعمل في الأعضاء. لا الباقي] .Kصحيح
374 - | S [ش (قال أبو عبد الله) يريد المؤلف نفسه] .Kصحيح
375 - | Zفي الزوائد إسناده ضعيف.Kضعيف
376 - | Kصحيح
377 - | Kصحيح
378 - | S [ش (في قصعة) أي من قصعة] .Kصحيح
379 - | Zفي الزوائد هذا إسناد حسن.Kصحيح
380 - | Kصحيح
381 - | S [ش (كان الجال والنساء) ذكر السيوطي عن الرافعي أنه قال يريد كل رجل مع امرأته] .Kصحيح
382 - | Kحسن صحيح
383 - | Kصحيح
384 - | Zمدار الحديث على " أبي زيد " وهو مجهول عند أهل الحديث كما ذكره الترمذي وغيرهS [ش (تمرة طيبة وماء طهور) أي فلا يضر اختلاطهما] .Kضعيف
385 - | Zحديث ابن عباس قد تفرد به المصنف. في سنده ابن لهيعة وهو ضعيفS [ش (سطيحة) هي من أواني الماء ما كان من جلدين قوبل أحدهما بلآخر فسطح عليه. وتكون صغيرة وكبيرة] .Kضعيف
386 - | S [ش (الطهور) اسم لما يتطهر به كالوضوء لما يتوضأ به. (الحل) أي الحلال. (ميتته) بفتح الميم. قال الخطابي وعوام الناس يكسرونها. وإنما هو بالفتح يريد حيوان البحر إذا مات فيه] .Kصحيح
