hadithnumber,arabicnumber,text,book,hadith,Abu Ghuddah,Al-Albani,Zubair Ali Zai
449,449,"Enes b. Mâlik ve İbn Hazm (radıyallahü anhüma)’dan rivâyete göre, Rasûlüllah (sallallahü aleyhi ve sellem) şöyle buyurdu: ümmetime elli vakit namazı farz kıldı, Ben de öylece dönüp geldim. Mûsâ (aleyhisselâm)’ın yanına uğradığımda: Rabbin ümmetine neyi farz kıldı dedi. Ben de: vakit namaz) dedim. Bana dedi ki: Rabbine müracaat et, ümmetin bu elli vakit namaza dayanamaz deyince; Rabbime müracaat ettim yarıya indirdi. Tekrar Mûsâ (aleyhisselâm)’a gelince durumu haber verdim. Bu sefer yine ümmetin buna da dayanamaz dedi. Ben de tekrar Rabbime müracaat ettim. O da: Şöyle buyurdu: elli değerinde olup beş vakittir, benim katımda hüküm değiştirilemez. Mûsâ’ya dönüşümde yine Rabbine yalvar bunu da azaltsın deyince; Ben de: artık utanırım) dedim. (Müslim, İman: 74; İbn Mâce, İkametü’s Salat:)",5,2,Sahih,Sahih,Sahih - Agreed Upon
450,450,"Enes b. Mâlik (radıyallahü anh)’ten rivâyete göre, Rasûlüllah (sallallahü aleyhi ve sellem) şöyle buyurdu: katırdan küçük eşekten büyük bir binek getirildi, adımını gözünün görebildiği yere atıyordu. Cibril (aleyhisselâm) ile birlikte bindim ve biraz yol aldık, Cibril dedi ki: ve namaz kıl.) Ben de aynen yaptım. Cibril şöyle dedi: kıldığın yer neresidir biliyor musun? Taybe (Medine’de) namaz kıldın, Oraya hicret edilecektir.) Sonra tekrar: ve namaz kıl) dedi. Ben de inip namaz kıldım. Bunun üzerine Cibril dedi ki: namaz kıldığını biliyor musun? Allah’ın, Mûsâ (aleyhisselâm) ile konuştuğu Tur-ı Sina’da namaz kıldın. Daha sonra tekrar, (İn ve namaz kıl) dedi. İndim ve namaz kıldım. Yine dedi ki: kıldığın yer neresidir biliyor musun? Îsa (aleyhisselâm)’ın doğduğu yer olan Beyti Lahm’da kıldın.) Sonra Beyti Makdis’e girdim, tüm Peygamberler (sallallahü aleyhi ve sellem) yanımda toplandı. Cibril beni öne geçirdi, onlara imamlık yaptım. Sonra en yakın sema olan dünya semasına çıkarıldım, orada Adem (aleyhisselâm) vardı. Sonra ikinci semaya çıkarıldım, orada teyze çocukları olan Îsa ve Yahya (aleyhisselâm) vardı. Sonra Üçüncü semaya çıktım, orada da Yusuf (aleyhisselâm)’ı gördüm. Sonra dördüncü semaya çıkarıldım, orada Harun (aleyhisselâm) vardı. Sonra beşinci semaya yükseltildim, orada da İdris (aleyhisselâm) vardı. Sonra altıncı semaya yükseltildim, orada da Mûsâ (aleyhisselâm) vardı. Sonra yedinci semaya yükseltildim, orada da İbrahim (aleyhisselâm) vardı. Sonra yedi semanın yukarısına çıkarılıp Sidret-ül müntehaya ulaştım, orada Beni bulut gibi bir şey kaplayınca secdeye kapandım ve bana şöyle denildi: kat semayı ve arzı yarattığım gün Sana ve ümmetine elli vakit namazı farz kıldım, Sen ve ümmetin o namazı kılın.) Hemen İbrahim (aleyhisselâm)’a vardım, bana bir şey sormadı sonra Mûsâ’nın yanına varınca; (Allah sana ve ümmetine ne kadar namaz farz kıldı?) dedi. Ben de: vakit namaz farz kıldı) dedim. Mûsâ da dedi ki: ve ümmetin bu elli vakti eda etmeye dayanamazsınız, Rabbine dön bunu hafifletmesini iste.) Ben de, Rabbime döndüm on vakit indirdi. Sonra Mûsâ’ya tekrar gelince, tekrar dönüp bu yükün hafifletilmesini istememi emretti. Ben de tekrar döndüm on daha indirdi. Sonra da beş vakte indirildi. Mûsâ (aleyhisselâm), tekrar: Rabbinden hafifletilmesini iste, çünkü Allah İsrailoğullarına günde iki vakit namaz farz kıldı onu bile eda edemediler) dedi. Tekrar Rabbime döndüm, hafifletmesini istedim o da şöyle buyurdu: ve yeri yarattığım gün sana ve ümmetine elli vakit namaz farz kıldım bu beş vakit; elli vakit yerindedir. Sen ve Ümmetin bu beş vakti eda edin.) Böyle olunca bu işin Allah tarafından kesinleştiğini anladım. Mûsâ (aleyhisselâm)’a döndüm. O da yine: dön) dediğinde beş vaktin kesinleştiğini ve hafifletilmeyeceğini bildiğim için tekrar dönmedim.) (Müslim, İman: 74; İbn Mâce, İkametü’s Salat;)",5,3,Munkar,Munkar,Hasan
451,451,"Abdullah b. Mes’ud (radıyallahü anh)’den rivâyete göre, şöyle demiştir: Rasûlüllah (sallallahü aleyhi ve sellem), Mirac’a çıkarıldığında Sidret-ül Münteha’ya kadar ulaştı o altıncı semadadır. Aşağıdan çıkanlar oraya ulaşır. Yukarıdan indirilenler de yine oraya ulaşır. ve oradan kabzolur. Ravi diyor ki: kaplayan kaplamıştır.) (Necm: 16) Enes diyor ki: kelebekler.) (sallallahü aleyhi ve sellem)’e, bu İsra gecesinde üç şey verildi. Beş vakit namaz, Bakara sûresinin son ayetleri ve ümmetinden Allah’a şirk koşmayanların büyük günahlarının affedilmesi. (Müslim, İman: 76; Tirmizî, Tefsirül Kur’an:)",5,4,Sahih,Sahih,Sahih Muslim
452,452,"Enes b. Mâlik (radıyallahü anh)’ten rivâyete göre, şöyle demiştir: Namazlar Mekke’de farz kılındı. İki melek gelip Rasûlüllah (sallallahü aleyhi ve sellem)’i zemzem kuyusunun yanına götürüp karnını yardılar, içersinde olanları çıkarıp altın tasla su ve zemzemle yıkadıktan sonra ilim ve hikmetle doldurarak kapattılar. (Müslim, İman: 74; Müsned:)",5,5,Sahih,Sahih,Isnaad Sahih
453,453,,5,6,Sahih,Sahih,Sahih - Agreed Upon
454,454,,5,7,Sahih,Sahih,Isnaad Sahih
455,455,,5,8,Sahih,Sahih,Sahih - Agreed Upon
456,456,"İbn Abbâs (radıyallahü anh)’den rivâyete göre, şöyle demiştir: Namaz, Rasûlüllah (sallallahü aleyhi ve sellem)’in dili üzere hazarda dört, seferde iki, savaşta ise bir rekat olarak farz kılındı. (Müslim, Salat-ül Müsafirin: 1; Ebû Dâvûd, Salat:)",5,9,Sahih,Sahih,Sahih Muslim
457,457,"Ümeyye b. Abdullah b. Halid b. Üseyd (radıyallahü anh) anlatıyor: Abdullah b. Ömer’e: (Korkarsanız namazı kısaltmanızda günah yoktur.) (Nisâ: 101) buyurduğu halde nasıl oluyor da namazı kısaltıyorsunuz) deyince; bana: kardeşimin oğlu! Rasûlüllah (sallallahü aleyhi ve sellem), bize peygamber olarak geldiğinde bizler sapıktık, bize her şeyi öğretti; seferde namazı iki rekat kılmamızda bu öğretilenler arasındaydı.) (Müslim, Salat-ül Müsafirin: 1; Ebû Dâvûd, Salat:)",5,10,Sahih,Sahih,Isnaad Hasan
458,458,"Talha b. Ubeydullah (radıyallahü anh)’tan rivâyete göre, şöyle diyordu: Necid kabilesinden saçı başı dağınık bir adam Rasûlüllah (sallallahü aleyhi ve sellem)’e geldi. Yaklaşıncaya kadar sesini duyuyor fakat ne dediğini anlamıyorduk. İslâm ile ilgili sorular soruyordu. Rasûlüllah (sallallahü aleyhi ve sellem), ona şöyle buyurdu: gün ve gecede beş vakit namaz kılmalısın.) O adam: Bundan başka namaz kılmam gerekir mi? dedi. Rasûlüllah (sallallahü aleyhi ve sellem): ancak nafile namaz kılabilirsin. Ramazanda da bir ay oruç tutarsın) buyurdu. Adam: başka oruç tutmam gerekir mi?) deyince; Rasûlüllah (sallallahü aleyhi ve sellem): fakat nafile oruç tutabilirsin) buyurdu. Rasûlüllah (sallallahü aleyhi ve sellem), zekat verilmesi gerektiğini de söyleyince, adam: başka bir şeyler vermem gerekir mi?) dedi. Rasûlüllah (sallallahü aleyhi ve sellem): ancak nafile olarak sadaka verebilirsin) deyince, adam: bundan ne fazla yaparım ne eksik) diyerek dönüp gitti. Bunun üzerine Rasûlüllah (sallallahü aleyhi ve sellem): doğru ise kurtuldu gitti) buyurdular. (Buhârî, İman: 34; İbn Mâce, İkametü’s Salat:)",5,11,Sahih,Sahih,Sahih - Agreed Upon
459,459,"Enes (radıyallahü anh)’den rivâyete göre, şöyle demiştir: Bir adam Rasûlüllah (sallallahü aleyhi ve sellem)’e gelerek şöyle dedi: Allah’ın Rasûlü! Allah, kullarına namazlardan neyi farz kılmıştır?) Rasûlüllah (sallallahü aleyhi ve sellem): kullarına beş vakit namazı farz kılmıştır) buyurdu. Adam: Ey Allah’ın Rasûlü! Bundan önce ve sonra başka bir şey farz kıldı mı? diye sordu. Rasûlüllah (sallallahü aleyhi ve sellem): kullarına beş vakit namazı farz kıldı) deyince; Adam bunlardan hiçbir şeyi artırıp eksiltmeyeceğine yemin etti. Bunun üzerine Rasûlüllah (sallallahü aleyhi ve sellem): sözünde doğru ise mutlaka Cennete girer) buyurdu. (İbn Mâce, İkametü’s Salat: 194; Buhârî, İman:)",5,12,Sahih,Sahih,Sahih
460,460,"Avf b. Mâlik el Eşcaî (radıyallahü anh)’den rivâyete göre, şöyle demiştir: Rasûlüllah (sallallahü aleyhi ve sellem)’in yanında oturuyorken, Rasûlüllah (sallallahü aleyhi ve sellem): Allah’ın Rasûlüne biat etmiyor musunuz?) diye üç sefer tekrarladı. Bizler de hemen ellerimizi uzatarak biat ettik. Ey Allah’ın Rasûlü! Sana biat ettik. Ama ne üzerine biat ettik? deyince; Rasûlüllah (sallallahü aleyhi ve sellem): Allah’a kul ve köle olmak üzere ve hiçbir şeyi O’na ortak koşmamak üzere beş vakit namazı gereği gibi kılmak ve sesini biraz kısarak: Kimseden bir şey istememek üzere) buyurdular. (Müslim, Zekat: 35; Ebû Dâvûd, Zekat:)",5,13,Sahih,Sahih,Sahih Muslim
461,461,"İbn Muhayriz (radıyallahü anh)’den rivâyete göre, beni Kinane’den Muhdeci diye bilinen bir adam, Şam’da Ebû Muhammed diye künyelenen bir kimsenin (Vitir namazı vaciptir) dediğini işitince; Muhdeci diyor ki: Hemen Ubade b. Samit’in yanına vardım ve durumu ona aktardım. Kendisi mescide gidiyordu. Bunun üzerine Ubâde dedi ki: Ebû Muhammed yalan söylüyor. Rasûlüllah (sallallahü aleyhi ve sellem)’den işittim şöyle diyordu: kullarına beş vakit namazı farz kıldı. Kim bunları hafife almadan ve hiç terk etmeden gereği biçimde kılarsa; Allah o kimseyi Cennete koyacağına söz vermiştir. Kim de beş vakit namazı kılmazsa Allah’ın o kimselere verilmiş bir sözü yoktur, dilerse azablandırır. Dilerse affederek Cennetine koyabilir.) (İbn Mâce, İkametü’s Salat: 194; Dârimi, Salat:)",5,14,Sahih,Sahih,Isnaad Hasan
462,462,"Ebû Hüreyre (radıyallahü anh)’den rivâyete göre, Rasûlüllah (sallallahü aleyhi ve sellem) şöyle buyurmuştur: birinizin kapısı önünde günde beş defa yıkandığı bir nehir olsa, o kimsede bir kir olabileceğini düşünebilir misiniz?) bunun üzerine sahabe: kir kalmaz) dediler. Bunun üzerine Rasûlüllah (sallallahü aleyhi ve sellem): beş vakit namaz da böyledir, Allah bu namazlarla günahları yok eder.) (Müslim, Mesacid: 5,1; Tirmizî, Emsâl:)",5,15,Sahih,Sahih,Sahih - Agreed Upon
463,463,"Abdullah b. Büreyde (radıyallahü anh), babasından rivâyet ederek şöyle demiştir: Rasûlüllah (sallallahü aleyhi ve sellem) şöyle buyurdu: aramızdaki fark, kılmak için söz verdiğimiz namazdır. Kim namaz kılmayı terk ederse kafir olur.) (İbn Mâce, İkametü’s Salat: 77; Tirmizî, İman:)",5,16,Sahih,Sahih,Isnaad Sahih
464,464,"Câbir (radıyallahü anh)’den rivâyete göre, şöyle demiştir: Rasûlüllah (sallallahü aleyhi ve sellem) şöyle buyurdu: kafir olmaktan kurtaran amel namazdır.) (Kul namazı terk ederse kafir olur.) (Tirmizî, İman: 9; İkametü’s Salat:)",5,17,Sahih,Sahih,Sahih Muslim
465,465,"Hureys b. Kabîsa (radıyallahü anh)’den rivâyete göre, şöyle demiştir: Medine’ye vardığımda: bana salih bir arkadaş nasib et diye dua ettim ve Ebû Hüreyre’nin yanına oturdum ve ona şöyle dedim. Bana salih bir arkadaş nasib etmesi için Allah’a dua ettim. Rasûlüllah (sallallahü aleyhi ve sellem)’den duyduğun hadislerden bana anlat. Belki de bu hadislerden Allah beni faydalandırır. Bunun üzerine Ebû Hüreyre dedi ki: Rasûlüllah (sallallahü aleyhi ve sellem)’den işittim şöyle buyurmuşlardı: gününde kul önce namazından hesaba çekilecek, namazı tamam ise kurtulur ve rahatı bulur. Namazı bozuk ve eksik ise pişman olur ve sıkıntıya düşer. (Hemmam diyor ki: Bu söz Katade’nin sözü mü yoksa hadisten mi bilmiyorum) Eğer o hesabı görülen kimsenin farz namazları eksik ise Allah: Bakın bakalım kulumun nafile namazları var mı? buyurur. Bunun üzerine noksan olan farz namazları nafilelerle tamamlanır. Diğer amelleri de aynen bu şekilde hesaplanarak tamamlanmış olur.) (İbn Mâce, İkametü’s Salat: 202; Müsned:)",5,18,Sahih,Sahih,Daif
466,466,"Ebû Hüreyre (radıyallahü anh)’den rivâyete göre, Rasûlüllah (sallallahü aleyhi ve sellem) şöyle buyurdu: günü kula sorulacak ilk şey namazdır. Namazı tamamsa tamam olarak yazılır. Eğer namazında eksiklik varsa Allah, (Bakın bakalım nafile namazlarına) buyurur. Farz namazlardaki eksikleri nafile namazlarıyla tamamlanır. Sonra diğer amelleri de aynı şekilde hesaplanır. (İbn Mâce, İkametü’s Salat: 202; Müsned:)",5,19,Sahih,Sahih,Daif
467,467,"Ebû Hüreyre (radıyallahü anh)’den rivâyete göre, Rasûlüllah (sallallahü aleyhi ve sellem) şöyle buyurdu: ilk hesaba çekileceği şey namazdır. Namazı tamam ise tamamdır değilse Allah: nafile namazlarına bakın) buyurur. Nafile namazları varsa farzlardan eksikleri onunla tamamlanır.) (İbn Mâce, İkametü’s Salat: 202; Müsned:)",5,20,Sahih,Sahih,Isnaad Sahih
468,468,"Ebû Eyyûb (radıyallahü anh)’den rivâyete göre, bir adam: Allah’ın Rasûlü! Beni Cennete sokacak bir amel haber ver) deyince; Rasûlüllah (sallallahü aleyhi ve sellem): kulluk eder, hiçbir şeyi O’na ortak koşmazsın. Namazı kılar zekatı verir akraba ile ilgiyi kesmezsin onları ziyaret edersin) buyurdu. (İbn Mâce, İkametü’s Salat: 193; Müslim: İman:)",5,21,Sahih,Sahih,Sahih - Agreed Upon
469,469,"Enes (radıyallahü anh)’den rivâyete göre, şöyle demiştir: sallallahü aleyhi ve sellem) ile birlikte öğle namazını Medine’de dört rekat, Zulhuleyfe’de ikindi namazını iki rekat olarak kıldım. (Müslim, Salat-ül Müsafirin: 1; Ebû Dâvûd, Hac:)",5,22,Sahih,Sahih,Sahih - Agreed Upon
470,470,"Ebû Cuhayfe (radıyallahü anh)’den rivâyete göre, şöyle demiştir: sallallahü aleyhi ve sellem), öğle vakti Medine’den çıktı -İbn-ül Müsenna diyor ki- Batha’ya varınca abdest aldı, öğle namazını iki rekat olarak kıldı. İkindiyi de aynı şekilde iki rekat olarak kılmıştı, önüne de sütre olarak bastonunu koymuştu.) (Ebû Dâvûd, Hac: 45; Müslim, Salat-ül Müsafirin:)",5,23,Sahih,Sahih,Sahih - Agreed Upon
471,471,"Umara b. Rüveybe es Sekafî (radıyallahü anh), babasından naklederek diyor ki: Rasûlüllah (sallallahü aleyhi ve sellem)’den işittim diyor ki: doğmadan önce kılınan sabah namazıyla güneş batmadan önce kılınması gereken ikindi namazını ihmal etmeyip kılan kimse asla Cehenneme girmez.) (Muvatta', Mevakît: 12; Müslim, Mesacid:)",5,24,Sahih,Sahih,Sahih Muslim
472,472,"Peygamber (sallallahü aleyhi ve sellem)’in hanımı Âişe (radıyallahü anha)’nın kölesi Ebû Yunus’tan rivâyete göre, şöyle demiştir: kendisine bir Mushaf yazmamı emretti, (Namazlara dikkat edin! Özellikle orta namaza.) (Bakara 238) ayetine gelince bana haber ver) dedi. Ben de: O ayete geldiğimde kendisine haber verdim. Bana şunu yazdırdı: namazlarınıza, özellikle orta (ikindi) namazına devam edin ve Allah’ın huzurunda içten bir bağlılıkla durun) dedi ve şöyle devam etti: Rasûlüllah (sallallahü aleyhi ve sellem)’den böylece duymuştum.) (Müslim, Mesacid: 36; Ebû Dâvûd, Salat:)",5,25,Sahih,Sahih,Sahih Muslim
473,473,"Ali (radıyallahü anh)’den rivâyete göre, Rasûlüllah (sallallahü aleyhi ve sellem): Hendek savaşında Müslümanların namazlarına engel olan müşrik ordusu için: batıncaya kadar bizi oyaladılar ve orta (ikindi) namazını kılamadık) buyurdular. (Müslim, Mesacid: 36; Dârimi, Salat:)",5,26,Sahih,Sahih,Sahih - Agreed Upon
474,474,"Ebû’l Melih (radıyallahü anh)’den rivâyete göre, şöyle demiştir: Bulutlu bir günde Büreyde ile beraberdik. Namazı kılmakta acele edin, geciktirmeyin, çünkü Rasûlüllah (sallallahü aleyhi ve sellem) şöyle buyurmuştu: namazını terk edenin ameli boşa gider.) (Buhârî, Mevakît: 16; Müslim, Mesacid:)",5,27,Sahih,Sahih,Sahih Bukhari
475,475,"Ebû Said el Hudrî (radıyallahü anh)’den rivâyete göre, şöyle demiştir: sallallahü aleyhi ve sellem)’in öğle ve ikindi namazlarındaki kıraat miktarını tahmin etmiştik; Öğle namazının kıyamında okuduğunu tahmin ettik, otuz ayetlik Secde sûresi kadar ilk iki rekatta okuyordu. Son iki rekatta ise bu okuduğunun yarısı kadar okurdu. İkindi namazının kıyamında ilk iki rekatta okuduğunu tahmin ettik, öğle namazının son iki rekatında okuduğu kadar son iki rekatında da bunun yarısı kadar okuduğunu tahmin etmiştik.) (Dârimi, Salat: 63; İbn Mâce, İkametü’s Salat:)",5,28,Sahih,Sahih,Sahih Muslim
476,476,"Ebû Said el Hudrî (radıyallahü anh)’den rivâyete göre, şöyle demiştir: sallallahü aleyhi ve sellem), öğle namazını kılar her rekatında otuz ayet kadar okurdu. Sonra ikindi namazını kılar her rekatında on beş ayet kadar okurdu.) (İbn Mâce, İkametü’s Salat: 7; Dârimi, Salat:)",5,29,Sahih,Sahih,
477,477,,5,30,Sahih,Sahih,Sahih - Agreed Upon
478,478,,5,31,Sahih,Sahih,Isnaad Sahih
479,479,"Nevfel b. Muaviye (radıyallahü anh)’den rivâyete göre, Rasûlüllah (sallallahü aleyhi ve sellem)’den şöyle işitmiştir: Rasûlüllah (sallallahü aleyhi ve sellem) şöyle buyurdu: namazını geçiren kimsenin durumu; malını ve ailesini kaybeden kimse gibidir.) diyor ki: Abdullah b. Ömer’den nakledildiğine göre, Rasûlüllah (sallallahü aleyhi ve sellem) şöyle derken işitmiştir: ikindi namazını geçirirse sanki çoluk çocuk ve malını kaybetmiş kimse gibidir.) (Ebû Dâvûd, Salat: 56; Buhârî, Mevakît:)",5,32,Sahih,Sahih,Sahih
480,480,,5,33,Sahih,Sahih,Sahih
481,481,"Seleme b. Küheyl (radıyallahü anh)’den rivâyete göre, şöyle demiştir: b. Cübeyr’i, Müzdelife’de namazı cem ederken gördüm, Akşam namazını kamet edip üç rekat olarak kıldı. Sonra kamet getirip yatsı namazını iki rekat olarak kıldı. Sonra İbn Ömer’in de orada öyle yaptığını söyledi. Onun da, Rasûlüllah (sallallahü aleyhi ve sellem)’in orada öyle yaptığını söylediğini aktardı.) (Tirmizî, Menasik: 54; Buhârî, Hac:)",5,34,Sahih,Sahih,Sahih Muslim
482,482,"Âişe (radıyallahü anha)’dan rivâyete göre, şöyle demiştir: Rasûlüllah (sallallahü aleyhi ve sellem), yatsı namazına biraz gecikince, Ömer; (Kadınlar ve çocuklar uyuyakaldı) dedi. Bunun üzerine Rasûlüllah (sallallahü aleyhi ve sellem), odasından çıktı ve şöyle buyurdu: namazı sizden başka kılacak kimse yoktur.) Yani namazı sadece siz kılarsınız o günlerde Medineliler dışında namaz kılacak kimse yoktu. (Müslim, Mesacid: 39; Buhârî, Mevakît:)",5,35,Sahih,Sahih,Sahih - Agreed Upon
483,483,"Hakem (radıyallahü anh)’den rivâyete göre, şöyle demiştir: Said b. Cübeyr Müzdelife‘de akşam namazını üç rekat olarak kamet getirerek kıldırıp selâm verdi sonra yatsı namazını iki rekat olarak kıldı. Sonra Abdullah b. Ömer’in böyle yaptığını onun da Rasûlüllah (sallallahü aleyhi ve sellem)’in aynı şekilde yaptığını söylediğini söyledi. (Tirmizî, Hac: 56; Buhârî, Hac:)",5,36,Sahih,Sahih,Sahih
484,484,"Seleme b. Küheyl (radıyallahü anh)’den rivâyete göre, şöyle demiştir: Said b. Cübeyr’den işittim şöyle demişti: Abdullah b. Ömer’i, Müzdelife’de gördüm kamet getirip akşam namazını üç rekat olarak kıldı. Sonra da yatsı namazını iki rekat olarak kıldı ve şöyle dedi: sallallahü aleyhi ve sellem)’in de burada böyle kıldığını gördüm.) (Tirmizî, Hac: 56; Buhârî, Hac:)",5,37,Sahih,Sahih,Sahih
