hadithnumber,arabicnumber,text,book,hadith,Al-Albani,Muhammad Muhyi Al-Din Abdul Hamid,Shuaib Al Arnaut,Zubair Ali Zai
823,823,"حدثنا عبد الله بن محمد النفيلي، حدثنا محمد بن سلمة، عن محمد بن اسحاق، عن مكحول، عن محمود بن الربيع، عن عبادة بن الصامت، قال كنا خلف رسول الله صلى الله عليه وسلم في صلاة الفجر فقرا رسول الله صلى الله عليه وسلم فثقلت عليه القراءة فلما فرغ قال "" لعلكم تقرءون خلف امامكم "" . قلنا نعم هذا يا رسول الله . قال "" لا تفعلوا الا بفاتحة الكتاب فانه لا صلاة لمن لم يقرا بها",2,433,Daif,Daif,Sahih Lighairihi,Isnaad Hasan
824,824,"حدثنا الربيع بن سليمان الازدي، حدثنا عبد الله بن يوسف، حدثنا الهيثم بن حميد، اخبرني زيد بن واقد، عن مكحول، عن نافع بن محمود بن الربيع الانصاري، قال نافع ابطا عبادة بن الصامت عن صلاة الصبح، فاقام ابو نعيم الموذن الصلاة فصلى ابو نعيم بالناس واقبل عبادة وانا معه، حتى صففنا خلف ابي نعيم وابو نعيم يجهر بالقراءة فجعل عبادة يقرا بام القران فلما انصرف قلت لعبادة سمعتك تقرا بام القران وابو نعيم يجهر قال اجل صلى بنا رسول الله صلى الله عليه وسلم بعض الصلوات التي يجهر فيها بالقراءة قال فالتبست عليه القراءة فلما انصرف اقبل علينا بوجهه وقال "" هل تقرءون اذا جهرت بالقراءة "" . فقال بعضنا انا نصنع ذلك . قال "" فلا وانا اقول ما لي ينازعني القران فلا تقرءوا بشىء من القران اذا جهرت الا بام القران",2,434,Daif,Daif,,Isnaad Sahih
825,825,حدثنا علي بن سهل الرملي، حدثنا الوليد، عن ابن جابر، وسعيد بن عبد العزيز، وعبد الله بن العلاء، عن مكحول، عن عبادة، نحو حديث الربيع بن سليمان قالوا فكان مكحول يقرا في المغرب والعشاء والصبح بفاتحة الكتاب في كل ركعة سرا . قال مكحول اقرا بها فيما جهر به الامام اذا قرا بفاتحة الكتاب وسكت سرا فان لم يسكت اقرا بها قبله ومعه وبعده لا تتركها على حال,2,435,Daif,Daif,,Daif
826,826,"حدثنا القعنبي، عن مالك، عن ابن شهاب، عن ابن اكيمة الليثي، عن ابي هريرة، ان رسول الله صلى الله عليه وسلم انصرف من صلاة جهر فيها بالقراءة فقال "" هل قرا معي احد منكم انفا "" . فقال رجل نعم يا رسول الله . قال "" اني اقول ما لي انازع القران "" . قال فانتهى الناس عن القراءة مع رسول الله صلى الله عليه وسلم فيما جهر فيه النبي صلى الله عليه وسلم بالقراءة من الصلوات حين سمعوا ذلك من رسول الله صلى الله عليه وسلم . قال ابو داود روى حديث ابن اكيمة هذا معمر ويونس واسامة بن زيد عن الزهري على معنى مالك",2,436,Sahih,Sahih,Sahih,Sahih
827,827,"حدثنا مسدد، واحمد بن محمد المروزي، ومحمد بن احمد بن ابي خلف، وعبد الله بن محمد الزهري، وابن السرح، قالوا حدثنا سفيان، عن الزهري، سمعت ابن اكيمة، يحدث سعيد بن المسيب قال سمعت ابا هريرة، يقول صلى بنا رسول الله صلى الله عليه وسلم صلاة نظن انها الصبح بمعناه الى قوله "" ما لي انازع القران "" . قال ابو داود قال مسدد في حديثه قال معمر فانتهى الناس عن القراءة فيما جهر به رسول الله صلى الله عليه وسلم وقال ابن السرح في حديثه قال معمر عن الزهري قال ابو هريرة فانتهى الناس . وقال عبد الله بن محمد الزهري من بينهم قال سفيان وتكلم الزهري بكلمة لم اسمعها فقال معمر انه قال فانتهى الناس . قال ابو داود ورواه عبد الرحمن بن اسحاق عن الزهري وانتهى حديثه الى قوله "" ما لي انازع القران "" . ورواه الاوزاعي عن الزهري قال فيه قال الزهري فاتعظ المسلمون بذلك فلم يكونوا يقرءون معه فيما يجهر به صلى الله عليه وسلم . قال ابو داود سمعت محمد بن يحيى بن فارس قال قوله فانتهى الناس . من كلام الزهري",2,437,Sahih,Sahih,,Sahih
828,828,"حدثنا ابو الوليد الطيالسي، حدثنا شعبة، ح وحدثنا محمد بن كثير العبدي، اخبرنا شعبة، - المعنى - عن قتادة، عن زرارة، عن عمران بن حصين، ان النبي صلى الله عليه وسلم صلى الظهر فجاء رجل فقرا خلفه { سبح اسم ربك الاعلى } فلما فرغ قال "" ايكم قرا "" . قالوا رجل . قال "" قد عرفت ان بعضكم خالجنيها "" . قال ابو داود قال ابو الوليد في حديثه قال شعبة فقلت لقتادة اليس قول سعيد انصت للقران قال ذاك اذا جهر به . وقال ابن كثير في حديثه قال قلت لقتادة كانه كرهه . قال لو كرهه نهى عنه",2,438,Sahih,Sahih,Sahih,Sahih Muslim (398)
829,829,"حدثنا ابن المثنى، حدثنا ابن ابي عدي، عن سعيد، عن قتادة، عن زرارة، عن عمران بن حصين، ان نبي الله صلى الله عليه وسلم صلى بهم الظهر فلما انفتل قال "" ايكم قرا ب { سبح اسم ربك الاعلى } "" . فقال رجل انا . فقال "" علمت ان بعضكم خالجنيها",2,439,Sahih,Sahih,Sahih,Sahih
830,830,"حدثنا وهب بن بقية، اخبرنا خالد، عن حميد الاعرج، عن محمد بن المنكدر، عن جابر بن عبد الله، قال خرج علينا رسول الله صلى الله عليه وسلم ونحن نقرا القران وفينا الاعرابي والاعجمي فقال "" اقرءوا فكل حسن وسيجيء اقوام يقيمونه كما يقام القدح يتعجلونه ولا يتاجلونه",2,440,Sahih,Sahih,,Isnaad Sahih
831,831,"حدثنا احمد بن صالح، حدثنا عبد الله بن وهب، اخبرني عمرو، وابن، لهيعة عن بكر بن سوادة، عن وفاء بن شريح الصدفي، عن سهل بن سعد الساعدي، قال خرج علينا رسول الله صلى الله عليه وسلم يوما ونحن نقتري فقال "" الحمد لله كتاب الله واحد وفيكم الاحمر وفيكم الابيض وفيكم الاسود اقرءوه قبل ان يقراه اقوام يقيمونه كما يقوم السهم يتعجل اجره ولا يتاجله",2,441,Hasan Sahih,Hasan Sahih,Hasan,Daif
832,832,"حدثنا عثمان بن ابي شيبة، حدثنا وكيع بن الجراح، حدثنا سفيان الثوري، عن ابي خالد الدالاني، عن ابراهيم السكسكي، عن عبد الله بن ابي اوفى، قال جاء رجل الى النبي صلى الله عليه وسلم فقال اني لا استطيع ان اخذ من القران شييا فعلمني ما يجزيني منه . قال "" قل سبحان الله والحمد لله ولا اله الا الله والله اكبر ولا حول ولا قوة الا بالله "" . قال يا رسول الله هذا لله عز وجل فما لي قال "" قل اللهم ارحمني وارزقني وعافني واهدني "" . فلما قام قال هكذا بيده فقال رسول الله صلى الله عليه وسلم "" اما هذا فقد ملا يده من الخير",2,442,Hasan,Hasan,,Hasan
833,833,حدثنا ابو توبة الربيع بن نافع، اخبرنا ابو اسحاق، - يعني الفزاري - عن حميد، عن الحسن، عن جابر بن عبد الله، قال كنا نصلي التطوع ندعو قياما وقعودا ونسبح ركوعا وسجودا,2,443,Daif Muquf,Daif Muquf,,Daif
834,834,حدثنا موسى بن اسماعيل، حدثنا حماد، عن حميد، مثله لم يذكر التطوع قال كان الحسن يقرا في الظهر والعصر اماما او خلف امام بفاتحة الكتاب ويسبح ويكبر ويهلل قدر ق والذاريات,2,444,Sahih Maqtu,Sahih Maqtu,,Daif
835,835,حدثنا سليمان بن حرب، حدثنا حماد، عن غيلان بن جرير، عن مطرف، قال صليت انا وعمران بن حصين، خلف علي بن ابي طالب - رضى الله عنه - فكان اذا سجد كبر واذا ركع كبر واذا نهض من الركعتين كبر فلما انصرفنا اخذ عمران بيدي وقال لقد صلى هذا قبل او قال لقد صلى بنا هذا قبل صلاة محمد صلى الله عليه وسلم,2,445,Sahih,Sahih,,Sahih Bukhari (786) Sahih Muslim (393)
836,836,حدثنا عمرو بن عثمان، حدثنا ابي وبقية، عن شعيب، عن الزهري، قال اخبرني ابو بكر بن عبد الرحمن، وابو سلمة ان ابا هريرة، كان يكبر في كل صلاة من المكتوبة وغيرها يكبر حين يقوم ثم يكبر حين يركع ثم يقول سمع الله لمن حمده ثم يقول ربنا ولك الحمد قبل ان يسجد ثم يقول الله اكبر حين يهوي ساجدا ثم يكبر حين يرفع راسه ثم يكبر حين يسجد ثم يكبر حين يرفع راسه ثم يكبر حين يقوم من الجلوس في اثنتين فيفعل ذلك في كل ركعة حتى يفرغ من الصلاة ثم يقول حين ينصرف والذي نفسي بيده اني لاقربكم شبها بصلاة رسول الله صلى الله عليه وسلم ان كانت هذه لصلاته حتى فارق الدنيا . قال ابو داود هذا الكلام الاخير يجعله مالك والزبيدي وغيرهما عن الزهري عن علي بن حسين ووافق عبد الاعلى عن معمر شعيب بن ابي حمزة عن الزهري,2,446,Sahih,Sahih,,Sahih Bukhari (803)
